feature_1,feature_2,target
-1.0858224767300553,0.6147072909196215,0
2.642685267776634,2.057460832978311,1
-0.8014301043846656,-0.6554160643830953,2
-0.621545854068997,2.994622877757548,0
-1.732071331324244,-0.8467733976271584,2
0.6847034875047984,-0.630003099802926,2
-0.6554802185560954,-0.7905519458347811,2
-2.6355945718017946,1.5600644804842312,0
-0.5816145677185363,1.196672420817092,0
3.108134889063074,1.6283354166686324,1
-0.6834150410111994,2.216632653958237,0
-1.1979936199137236,-0.05181556630104622,0
-1.0781790476277164,-1.0738596362511124,0
-0.7669939128435831,-1.002541423217202,0
1.162154592870967,1.6103520551239157,1
0.4840480866622471,0.04843841662385562,1
2.298016934688274,1.685196900448788,1
1.678735764707696,1.7242675334935562,1
1.8387144874570471,-0.08952090478344532,0
0.1510846966642332,0.8100767732201676,1
-0.5974184315347741,-1.1264879008065594,2
-1.026221429967806,-1.076457856106677,2
1.1170705143949493,1.9163358376343154,1
1.6570687264188226,1.5385010056082133,1
0.10497060989490636,0.7036643594980123,1
-0.5377942603135107,-1.8303104281940894,2
-1.545733218088838,-0.7279516235282751,2
-2.2709388138714566,0.6681401367871566,0
0.0778547586481203,-0.13794296214848045,1
-0.47770049747622023,-1.0511547102580054,2
-0.9861104029648473,-1.5484505986966415,2
1.0951576966743808,1.6401751747130384,1
-0.5821557224562972,0.16041392364412865,0
1.1603297143031468,0.3068950040455203,1
-0.9465871319610254,-2.5642111746224696,2
-2.1043849456593486,-1.6912396279198372,2
-1.0321180352659032,-1.3817410392642913,2
-1.7791390977521093,-2.138434224465703,2
0.6112679446538176,-1.507016118025221,2
-0.9285139967633218,-2.2513466979683736,2
-1.951524622978346,-0.3746856027104122,0
1.145871213648284,-0.004703238378159336,1
-1.3319563241323205,2.6828114601298516,0
-1.6064565117302483,1.996300750413159,0
-0.01661337153791942,1.117553702745881,0
0.010943775280586099,2.537627058178585,0
0.39099532524990743,1.111575788946842,1
1.0172094490960093,1.7122914989151203,1
0.04728122148654845,0.8442876491000824,1
0.4494959896173013,1.1312071099333172,1
0.048754134986254916,0.6266820175293406,1
-0.49242482458029213,-1.1144744144907466,2
-2.331899893840257,-1.1384882646033048,2
-0.18761782801923854,-1.5953407285974988,2
-0.7884295494491497,-2.3992313551880464,2
0.5619473917976812,1.0190205641382875,1
-1.5679730389102349,-0.7487098041187905,0
-0.7604394868397257,-1.0672778358230113,2
0.2315277543135359,-0.8833558714936808,2
-1.87342314700769,0.7756118939162733,2
-0.9112130893644392,0.9413427634624091,1
-1.3523470895436325,-0.9340896248352555,2
1.6782010957732032,1.3220414323230054,1
0.1767746427001431,0.36618903671040814,1
-0.8802877321138679,0.19649561808910554,0
-2.4416866789137943,1.8434609883881614,0
0.2389030137394672,0.6984331454963668,0
1.106948077586487,1.2949176556449087,1
-0.9141360217371378,-0.24683388613130897,2
-0.3844233047229365,-1.3147552677375132,2
-0.12881670352652375,-1.2479968243145556,2
-1.2643518282264645,0.7646575122072153,0
-0.9843944142099765,-0.7765525651402376,2
-0.6257070099646703,-1.781402145320825,2
-1.2609052480483935,-1.7049469623974938,2
-0.3080961782643452,1.9504388442869915,0
-0.08916300928717436,-1.67524155135345,2
0.81404363349089,-0.35848035740599626,1
0.693023020269188,2.4123205584415617,0
-0.5966654244626658,-0.09122514081840993,0
-0.08010598442420702,-2.4447414826523772,2
0.14989849807421263,-0.6633289449683266,2
0.7857103173889739,1.8783900462505052,0
0.6332505357967865,1.0675130236865038,1
-0.4081254059286574,-1.5767682427827403,2
-2.3252392960233594,-0.9195122100703217,0
-2.0556897209752663,0.2502155173666185,2
-1.5279261388882657,-0.1311271267499483,2
3.5842558778500746,4.484225810401386,1
-2.5642654196834815,2.5503476447679834,0
-1.096775228525695,-0.5291855268760316,2
-0.048022256933531016,-1.2068515628830072,2
-1.1643339971631192,-1.3596462090826995,2
-0.4755378915509234,-0.28851949218585626,0
0.07025051469619181,1.7205147842510207,0
1.3793071065072973,1.3619513594585078,1
-0.8800110320967622,-0.5360662407799941,2
0.2413837872652389,1.676681181314694,1
-0.6925017516859777,-0.5495292999207932,2
